recall20,recall50,NDCG100,method,dataset,lambda_val,iterations,errors,thresholds
0.6850041425020712,0.7305716652858326,0.9388711049112582,als_bias,ML1M,0.1,6,0.8232590300059236,0.4
0.6874896437448219,0.7332228666114333,0.9388126412185223,als_bias,ML1M,0.3,6,0.8277352954935984,0.4
0.7024026512013256,0.7592377796188898,0.8282412681900014,als_bias,ML1M,0.01,6,0.81230396737088,0.6
0.6971830985915493,0.7548467274233637,0.8283854645876062,als_bias,ML1M,0.1,6,0.8232590300059236,0.6
0.6994200497100248,0.7561723280861641,0.8284986384832009,als_bias,ML1M,0.3,6,0.8277352954935984,0.6
0.7413421706710853,0.795774647887324,0.8331399765727401,als_bias,ML1M,0.01,6,0.81230396737088,0.7
0.7406793703396851,0.792129246064623,0.8336246244267805,als_bias,ML1M,0.1,6,0.8232590300059236,0.7
0.7428334714167357,0.7958574979287489,0.8337669496048769,als_bias,ML1M,0.3,6,0.8277352954935984,0.7
0.6868268434134217,0.7317315658657829,0.9385602732472691,als_bias,ML1M,0.01,7,0.8120695773260118,0.4
0.6858326429163215,0.7309030654515327,0.938803635849856,als_bias,ML1M,0.1,7,0.8226762884721415,0.4
0.6872410936205469,0.7330571665285832,0.9388568332821183,als_bias,ML1M,0.3,7,0.8268274337240216,0.4
0.7025683512841756,0.7596520298260149,0.8282546733263583,als_bias,ML1M,0.01,7,0.8120695773260118,0.6
0.6984258492129246,0.7548467274233637,0.8282982467651142,als_bias,ML1M,0.1,7,0.8226762884721415,0.6
0.6993371996685999,0.7563380281690141,0.8286080184994116,als_bias,ML1M,0.3,7,0.8268274337240216,0.6
0.7424192212096106,0.796023198011599,0.8333062545161427,als_bias,ML1M,0.01,7,0.8120695773260118,0.7
0.7405965202982602,0.7934548467274234,0.8336242239341867,als_bias,ML1M,0.1,7,0.8226762884721415,0.7
0.7434962717481359,0.7966859983429991,0.8337976660617739,als_bias,ML1M,0.3,7,0.8268274337240216,0.7
0.6872410936205469,0.732228666114333,0.9385386839807541,als_bias,ML1M,0.01,8,0.8119707907557433,0.4
0.6853355426677713,0.7310687655343827,0.9387105741516991,als_bias,ML1M,0.1,8,0.8222721359858122,0.4
0.6876553438276719,0.7339685169842585,0.9389117692538906,als_bias,ML1M,0.3,8,0.826174458353999,0.4
0.7033140016570009,0.7605633802816901,0.8282084885260947,als_bias,ML1M,0.01,8,0.8119707907557433,0.6
0.6994200497100248,0.7561723280861641,0.828205058775594,als_bias,ML1M,0.1,8,0.8222721359858122,0.6
0.6996685998343,0.7556752278376139,0.828626709041886,als_bias,ML1M,0.3,8,0.826174458353999,0.6
0.7429163214581608,0.7966031483015742,0.8333109312307939,als_bias,ML1M,0.01,8,0.8119707907557433,0.7
0.7423363711681856,0.7951118475559238,0.8335683847151735,als_bias,ML1M,0.1,8,0.8222721359858122,0.7
0.7415078707539354,0.7954432477216239,0.8337455037660907,als_bias,ML1M,0.3,8,0.826174458353999,0.7
0.6874896437448219,0.7329743164871583,0.9385789489851134,als_bias,ML1M,0.01,9,0.8119401934281723,0.4
0.6867439933719967,0.7327257663628832,0.9387587009207098,als_bias,ML1M,0.1,9,0.8219819141163986,0.4
0.6880695940347971,0.7338028169014085,0.9388869469172576,als_bias,ML1M,0.3,9,0.8256831846714653,0.4
0.7047224523612262,0.7608947804473902,0.8281957023087416,als_bias,ML1M,0.01,9,0.8119401934281723,0.6
0.7016570008285005,0.7583264291632146,0.828219450863274,als_bias,ML1M,0.1,9,0.8219819141163986,0.6
0.7003314001657001,0.7563380281690141,0.8286103877200112,als_bias,ML1M,0.3,9,0.8256831846714653,0.6
0.743744821872411,0.7972659486329743,0.8332654534885557,als_bias,ML1M,0.01,9,0.8119401934281723,0.7
0.744076222038111,0.795774647887324,0.8335580978219247,als_bias,ML1M,0.1,9,0.8219819141163986,0.7
0.7416735708367854,0.795774647887324,0.8338697794681056,als_bias,ML1M,0.3,9,0.8256831846714653,0.7
0.6871582435791218,0.731897265948633,0.9385545729549156,als_bias,ML1M,0.01,10,0.8119467129579784,0.4
0.6880695940347971,0.7342170671085335,0.9387700932913201,als_bias,ML1M,0.1,10,0.8217677832751852,0.4
0.6887323943661972,0.7341342170671086,0.9389226885301776,als_bias,ML1M,0.3,10,0.8253004355432678,0.4
0.7046396023198012,0.7612261806130903,0.8281475035702487,als_bias,ML1M,0.01,10,0.8119467129579784,0.6
0.7029826014913008,0.7593206296603149,0.8282475908029637,als_bias,ML1M,0.1,10,0.8217677832751852,0.6
0.7,0.7565037282518641,0.8285913373188236,als_bias,ML1M,0.3,10,0.8253004355432678,0.6
0.7438276719138359,0.7966031483015742,0.8332350563180032,als_bias,ML1M,0.01,10,0.8119467129579784,0.7
0.7444904722452361,0.7962717481358741,0.8334927254735892,als_bias,ML1M,0.1,10,0.8217677832751852,0.7
0.7415078707539354,0.7953603976801988,0.8338406789336387,als_bias,ML1M,0.3,10,0.8253004355432678,0.7
0.9328896283971159,0.9333056017748197,0.9811755098801693,als_bias,BX,0.01,1,0.9777602616493031,0.4
0.932473655019412,0.932473655019412,0.9810113765499997,als_bias,BX,0.1,1,0.9878710344532894,0.4
0.9319190238491403,0.9319190238491403,0.9809660969441865,als_bias,BX,0.3,1,0.992437171477839,0.4
0.7369661674986134,0.7375207986688852,0.8877822603131384,als_bias,BX,0.01,1,0.9777602616493031,0.6
0.7359955629506378,0.7365501941209096,0.8875322171261439,als_bias,BX,0.1,1,0.9878710344532894,0.6
0.7348863006100943,0.7358569051580699,0.8877183934155664,als_bias,BX,0.3,1,0.992437171477839,0.6
0.6052412645590682,0.605934553521908,0.774231826276529,als_bias,BX,0.01,1,0.9777602616493031,0.7
0.6048252911813644,0.6055185801442041,0.7741422490367497,als_bias,BX,0.1,1,0.9878710344532894,0.7
0.6020521353300056,0.6031613976705491,0.7742409587961606,als_bias,BX,0.3,1,0.992437171477839,0.7
0.9355241264559068,0.9359400998336106,0.9814539629490421,als_bias,BX,0.01,2,0.9423626181201245,0.4
0.9335829173599556,0.9339988907376594,0.9811439137807351,als_bias,BX,0.1,2,0.9456815891618825,0.4
0.9335829173599556,0.9338602329450915,0.9811735052827505,als_bias,BX,0.3,2,0.9456247193656961,0.4
0.7401552967276761,0.7407099278979479,0.888190844183434,als_bias,BX,0.01,2,0.9423626181201245,0.6
0.7377981142540211,0.7387687188019967,0.8877870704537054,als_bias,BX,0.1,2,0.9456815891618825,0.6
0.7365501941209096,0.7371048252911814,0.8880201993380383,als_bias,BX,0.3,2,0.9456247193656961,0.6
0.6109262340543539,0.6116195230171936,0.7749157979729392,als_bias,BX,0.01,2,0.9423626181201245,0.7
0.6085690515806988,0.6095396561286744,0.7748412397152664,als_bias,BX,0.1,2,0.9456815891618825,0.7
0.6042706600110926,0.6046866333887965,0.7745073469923471,als_bias,BX,0.3,2,0.9456247193656961,0.7
0.9369107043815862,0.93732667775929,0.9815479165432797,als_bias,BX,0.01,3,0.9349626813455466,0.4
0.9339988907376594,0.9345535219079312,0.9812043964761245,als_bias,BX,0.1,3,0.9373919254482472,0.4
0.9346921797004991,0.9351081530782029,0.981350341018832,als_bias,BX,0.3,3,0.9368603435958014,0.4
0.7463948973932335,0.7469495285635053,0.8889422946233845,als_bias,BX,0.01,3,0.9349626813455466,0.6
0.745146977260122,0.7458402662229617,0.8889704945793347,als_bias,BX,0.1,3,0.9373919254482472,0.6
0.7405712701053799,0.7409872434830838,0.8885250641205117,als_bias,BX,0.3,3,0.9368603435958014,0.6
0.620216306156406,0.6207709373266778,0.776153347639213,als_bias,BX,0.01,3,0.9349626813455466,0.7
0.6168885191347754,0.6175818080976151,0.7760021426515749,als_bias,BX,0.1,3,0.9373919254482472,0.7
0.613006100942873,0.6134220743205768,0.7755534631967719,als_bias,BX,0.3,3,0.9368603435958014,0.7
0.93732667775929,0.937465335551858,0.9816496142081202,als_bias,BX,0.01,4,0.933246180548619,0.4
0.9362174154187465,0.9367720465890182,0.981475362734085,als_bias,BX,0.1,4,0.9351458340261273,0.4
0.9362174154187465,0.9366333887964503,0.9815558218937714,als_bias,BX,0.3,4,0.9346330879353608,0.4
0.7520798668885191,0.7527731558513588,0.8900912553962012,als_bias,BX,0.01,4,0.933246180548619,0.6
0.7488907376594565,0.7493067110371603,0.8897505078772702,als_bias,BX,0.1,4,0.9351458340261273,0.6
0.7493067110371603,0.7498613422074321,0.8895954421039846,als_bias,BX,0.3,4,0.9346330879353608,0.6
0.6279811425402108,0.6285357737104825,0.7776918988662239,als_bias,BX,0.01,4,0.933246180548619,0.7
0.6229894620077648,0.6235440931780366,0.7770906224663366,als_bias,BX,0.1,4,0.9351458340261273,0.7
0.6245146977260122,0.625069328896284,0.7773365482757287,als_bias,BX,0.3,4,0.9346330879353608,0.7
0.937603993344426,0.9378813089295619,0.9816945309793559,als_bias,BX,0.01,5,0.9327297792479049,0.4
0.9367720465890182,0.93732667775929,0.981637210034394,als_bias,BX,0.1,5,0.9342714179276603,0.4
0.9371880199667221,0.937742651136994,0.9816778663806887,als_bias,BX,0.3,5,0.9338738621218842,0.4
0.7538824181919024,0.7544370493621742,0.8902237102234802,als_bias,BX,0.01,5,0.9327297792479049,0.6
0.7508319467554077,0.7513865779256794,0.890168285746608,als_bias,BX,0.1,5,0.9342714179276603,0.6
0.75,0.7506932889628397,0.8898286440148417,als_bias,BX,0.3,5,0.9338738621218842,0.6
0.6306156405990017,0.6308929561841375,0.7779656450872419,als_bias,BX,0.01,5,0.9327297792479049,0.7
0.6261785912368275,0.6268718801996672,0.777125601734971,als_bias,BX,0.1,5,0.9342714179276603,0.7
0.6285357737104825,0.6292290626733222,0.7778420772561006,als_bias,BX,0.3,5,0.9338738621218842,0.7
0.9378813089295619,0.9382972823072657,0.981752998369282,als_bias,BX,0.01,6,0.9325159706861086,0.4
0.9378813089295619,0.9387132556849695,0.9817939703634962,als_bias,BX,0.1,6,0.933841930082316,0.4
0.9381586245146978,0.9387132556849695,0.9817394279346779,als_bias,BX,0.3,6,0.9335171781307323,0.4
0.7558236272878536,0.7561009428729895,0.8906712740369909,als_bias,BX,0.01,6,0.9325159706861086,0.6
0.7526344980587909,0.7531891292290627,0.8899574781239085,als_bias,BX,0.1,6,0.933841930082316,0.6
0.7508319467554077,0.7513865779256794,0.8901490101883632,als_bias,BX,0.3,6,0.9335171781307323,0.6
0.6318635607321131,0.632140876317249,0.7784559819044445,als_bias,BX,0.01,6,0.9325159706861086,0.7
0.6288130892956184,0.6293677204658902,0.7774208720704052,als_bias,BX,0.1,6,0.933841930082316,0.7
0.6292290626733222,0.6296450360510261,0.7780786398528413,als_bias,BX,0.3,6,0.9335171781307323,0.7
0.9380199667221298,0.9382972823072657,0.9818147018617165,als_bias,BX,0.01,7,0.9323962955585939,0.4
0.9380199667221298,0.9388519134775375,0.9818495697649788,als_bias,BX,0.1,7,0.93357921849937,0.4
0.9381586245146978,0.9387132556849695,0.9817864989889732,als_bias,BX,0.3,7,0.9333075391717103,0.4
0.7549916805324459,0.7555463117027177,0.8906297845776002,als_bias,BX,0.01,7,0.9323962955585939,0.6
0.7534664448141986,0.7542983915696062,0.8900618852975253,als_bias,BX,0.1,7,0.93357921849937,0.6
0.7513865779256794,0.7518025513033832,0.8901204506710851,als_bias,BX,0.3,7,0.9333075391717103,0.6
0.6325568496949528,0.6329728230726567,0.7789096346397474,als_bias,BX,0.01,7,0.9323962955585939,0.7
0.6310316139767055,0.6318635607321131,0.7776686223802094,als_bias,BX,0.1,7,0.93357921849937,0.7
0.6304769828064337,0.6311702717692734,0.7778575184143514,als_bias,BX,0.3,7,0.9333075391717103,0.7
0.937465335551858,0.937742651136994,0.9818130180149834,als_bias,BX,0.01,8,0.9323168791933538,0.4
0.9384359400998337,0.9389905712701054,0.9818972891123721,als_bias,BX,0.1,8,0.9333908736938014,0.4
0.9388519134775375,0.9394065446478093,0.9818160455568175,als_bias,BX,0.3,8,0.9331700347522273,0.4
0.7556849694952856,0.7561009428729895,0.8907522235866501,als_bias,BX,0.01,8,0.9323168791933538,0.6
0.7533277870216306,0.7538824181919024,0.8902026639638979,als_bias,BX,0.1,8,0.9333908736938014,0.6
0.7511092623405435,0.7515252357182474,0.8899285043495653,als_bias,BX,0.3,8,0.9331700347522273,0.6
0.6313089295618414,0.6317249029395452,0.7790794825730726,als_bias,BX,0.01,8,0.9323168791933538,0.7
0.6318635607321131,0.6326955074875208,0.7777347622674535,als_bias,BX,0.1,8,0.9333908736938014,0.7
0.6314475873544093,0.632140876317249,0.7777911023227652,als_bias,BX,0.3,8,0.9331700347522273,0.7
0.937465335551858,0.937742651136994,0.9818155827535012,als_bias,BX,0.01,9,0.9322619697388552,0.4
0.9385745978924016,0.9392678868552413,0.9818837458236712,als_bias,BX,0.1,9,0.9332436338769738,0.4
0.9388519134775375,0.9394065446478093,0.9818449226057444,als_bias,BX,0.3,9,0.9330744099398669,0.4
0.7566555740432612,0.757071547420965,0.8908267663921431,als_bias,BX,0.01,9,0.9322619697388552,0.6
0.7533277870216306,0.7540210759844703,0.890417427587721,als_bias,BX,0.1,9,0.9332436338769738,0.6
0.7515252357182474,0.7518025513033832,0.8900295098184201,als_bias,BX,0.3,9,0.9330744099398669,0.6
0.6331114808652246,0.6336661120354964,0.7792210824093762,als_bias,BX,0.01,9,0.9322619697388552,0.7
0.6314475873544093,0.632279534109817,0.7779761671564915,als_bias,BX,0.1,9,0.9332436338769738,0.7
0.6318635607321131,0.632279534109817,0.7780106595455878,als_bias,BX,0.3,9,0.9330744099398669,0.7
0.937742651136994,0.9378813089295619,0.9818111613520127,als_bias,BX,0.01,10,0.9322254520381799,0.4
0.9387132556849695,0.9392678868552413,0.9818393650697287,als_bias,BX,0.1,10,0.9331234256716482,0.4
0.9384359400998337,0.9389905712701054,0.9818524434713067,als_bias,BX,0.3,10,0.9330042751991748,0.4
0.7558236272878536,0.7562396006655574,0.8909173870699119,als_bias,BX,0.01,10,0.9322254520381799,0.6
0.7530504714364947,0.7537437603993344,0.8904156067799647,als_bias,BX,0.1,10,0.9331234256716482,0.6
0.7527731558513588,0.7530504714364947,0.8901252397046208,als_bias,BX,0.3,10,0.9330042751991748,0.6
0.6332501386577926,0.6338047698280643,0.7791249759181601,als_bias,BX,0.01,10,0.9322254520381799,0.7
0.6313089295618414,0.632279534109817,0.7780955797098178,als_bias,BX,0.1,10,0.9331234256716482,0.7
0.6338047698280643,0.6342207432057682,0.7782366963055293,als_bias,BX,0.3,10,0.9330042751991748,0.7
0.912172878667724,0.9127676447264076,0.9689872937984608,als_bias,DM,0.01,1,0.9745416238018972,0.4
0.9125693893735131,0.9131641554321966,0.968859687607695,als_bias,DM,0.1,1,0.991497223221627,0.4
0.9135606661379857,0.9143536875495638,0.9685484534646522,als_bias,DM,0.3,1,0.9964899389163029,0.4
0.8358445678033307,0.8372323552735924,0.922326788332453,als_bias,DM,0.01,1,0.9745416238018972,0.6
0.83406026962728,0.8354480570975417,0.9221152600568613,als_bias,DM,0.1,1,0.991497223221627,0.6
0.8338620142743854,0.8354480570975417,0.9217448140029633,als_bias,DM,0.3,1,0.9964899389163029,0.6
0.8447660586835845,0.8463521015067407,0.9238864096190729,als_bias,DM,0.01,1,0.9745416238018972,0.7
0.8461538461538461,0.8475416336241078,0.9236482087005408,als_bias,DM,0.1,1,0.991497223221627,0.7
0.8445678033306899,0.8463521015067407,0.9235380541883377,als_bias,DM,0.3,1,0.9964899389163029,0.7
0.9151467089611419,0.91593973037272,0.9693666619288063,als_bias,DM,0.01,2,0.9191072979092708,0.4
0.9143536875495638,0.915543219666931,0.9690706800249463,als_bias,DM,0.1,2,0.9178900495612293,0.4
0.91593973037272,0.9169310071371927,0.9691893200245678,als_bias,DM,0.3,2,0.915879946857767,0.4
0.8338620142743854,0.8356463124504362,0.9220170574387139,als_bias,DM,0.01,2,0.9191072979092708,0.6
0.8322759714512292,0.834456780333069,0.9221947191676334,als_bias,DM,0.1,2,0.9178900495612293,0.6
0.834456780333069,0.8364393338620143,0.922074915419583,als_bias,DM,0.3,2,0.915879946857767,0.6
0.8459555908009516,0.8477398889770024,0.9239027588075712,als_bias,DM,0.01,2,0.9191072979092708,0.7
0.8433782712133228,0.8455590800951626,0.924079958572266,als_bias,DM,0.1,2,0.9178900495612293,0.7
0.848731165741475,0.8507137192704203,0.9241188463002743,als_bias,DM,0.3,2,0.915879946857767,0.7
0.9165344964314036,0.9179222839016653,0.9695624774313838,als_bias,DM,0.01,3,0.9091720437174717,0.4
0.9177240285487708,0.9191118160190325,0.9695121071010843,als_bias,DM,0.1,3,0.9084539209153075,0.4
0.9183187946074544,0.919706582077716,0.9696343890297903,als_bias,DM,0.3,3,0.9068660305930963,0.4
0.8370340999206979,0.8388183980967486,0.9227540893708291,als_bias,DM,0.01,3,0.9091720437174717,0.6
0.8326724821570183,0.8350515463917526,0.9221194355462611,als_bias,DM,0.1,3,0.9084539209153075,0.6
0.8386201427438541,0.8406026962727994,0.9225262289164768,als_bias,DM,0.3,3,0.9068660305930963,0.6
0.8475416336241078,0.8493259318001586,0.924508905201306,als_bias,DM,0.01,3,0.9091720437174717,0.7
0.8469468675654243,0.8489294210943695,0.9244194666554105,als_bias,DM,0.1,3,0.9084539209153075,0.7
0.8513084853291039,0.8528945281522601,0.9249311937579218,als_bias,DM,0.3,3,0.9068660305930963,0.7
0.919706582077716,0.9208961141950832,0.9699676257476972,als_bias,DM,0.01,4,0.9062460698395726,0.4
0.9171292624900872,0.9183187946074544,0.9696632454927129,als_bias,DM,0.1,4,0.9056336952932261,0.4
0.9189135606661379,0.9203013481363996,0.9699317913972904,als_bias,DM,0.3,4,0.9043897574626101,0.4
0.8394131641554322,0.841197462331483,0.9228558704347918,als_bias,DM,0.01,4,0.9062460698395726,0.6
0.8360428231562252,0.8380253766851705,0.9226761946492212,als_bias,DM,0.1,4,0.9056336952932261,0.6
0.8404044409199048,0.8421887390959556,0.9227776362211676,als_bias,DM,0.3,4,0.9043897574626101,0.6
0.8526962727993656,0.8546788263283108,0.9250533898442745,als_bias,DM,0.01,4,0.9062460698395726,0.7
0.8489294210943695,0.8505154639175257,0.9246701117546051,als_bias,DM,0.1,4,0.9056336952932261,0.7
0.8544805709754163,0.856264869151467,0.9251577167349805,als_bias,DM,0.3,4,0.9043897574626101,0.7
0.9214908802537668,0.9226804123711341,0.9702398923581175,als_bias,DM,0.01,5,0.904996257490142,0.4
0.9191118160190325,0.9201030927835051,0.969929410380354,als_bias,DM,0.1,5,0.9044063702010966,0.4
0.919706582077716,0.9214908802537668,0.9702606808529859,als_bias,DM,0.3,5,0.9033983167222385,0.4
0.8417922283901665,0.8435765265662173,0.9232778655596242,als_bias,DM,0.01,5,0.904996257490142,0.6
0.8384218873909596,0.8406026962727994,0.9229768903308677,als_bias,DM,0.1,5,0.9044063702010966,0.6
0.8425852498017447,0.8443695479777954,0.9230619389528552,als_bias,DM,0.3,5,0.9033983167222385,0.6
0.8544805709754163,0.856264869151467,0.9254150791254564,als_bias,DM,0.01,5,0.904996257490142,0.7
0.8526962727993656,0.8544805709754163,0.9251419518819675,als_bias,DM,0.1,5,0.9044063702010966,0.7
0.8556701030927835,0.8576526566217287,0.925470213220502,als_bias,DM,0.3,5,0.9033983167222385,0.7
0.922283901665345,0.9234734337827122,0.9705110792740531,als_bias,DM,0.01,6,0.9043047061722466,0.4
0.9206978588421887,0.921887390959556,0.9704305333650831,als_bias,DM,0.1,6,0.9037462471157758,0.4
0.9199048374306106,0.9214908802537668,0.9702729938464303,als_bias,DM,0.3,6,0.9029207092693547,0.4
0.8417922283901665,0.8437747819191118,0.9233944379638275,als_bias,DM,0.01,6,0.9043047061722466,0.6
0.8398096748612213,0.8417922283901665,0.9231141048668978,als_bias,DM,0.1,6,0.9037462471157758,0.6
0.8441712926249009,0.8461538461538461,0.9231703463054154,als_bias,DM,0.3,6,0.9029207092693547,0.6
0.856264869151467,0.8578509119746233,0.9256973658614994,als_bias,DM,0.01,6,0.9043047061722466,0.7
0.8536875495638382,0.8552735923869944,0.9253007332964867,als_bias,DM,0.1,6,0.9037462471157758,0.7
0.8578509119746233,0.8594369547977796,0.9258843514918993,als_bias,DM,0.3,6,0.9029207092693547,0.7
0.9232751784298177,0.9248612212529739,0.9707593645802418,als_bias,DM,0.01,7,0.9038323506920912,0.4
0.9212926249008723,0.9224821570182395,0.9704626175940096,als_bias,DM,0.1,7,0.9033301896858738,0.4
0.9212926249008723,0.9226804123711341,0.9704617400377827,als_bias,DM,0.3,7,0.9026534336080367,0.4
0.8429817605075337,0.8447660586835845,0.9234164849302875,als_bias,DM,0.01,7,0.9038323506920912,0.6
0.8409992069785884,0.8429817605075337,0.923262761167451,als_bias,DM,0.1,7,0.9033301896858738,0.6
0.8451625693893735,0.8467486122125297,0.9232577121794162,als_bias,DM,0.3,7,0.9026534336080367,0.6
0.8548770816812054,0.8566613798572561,0.9258464049973877,als_bias,DM,0.01,7,0.9038323506920912,0.7
0.855868358445678,0.8572561459159397,0.9256131861902809,als_bias,DM,0.1,7,0.9033301896858738,0.7
0.8580491673275178,0.8596352101506741,0.9260506533158014,als_bias,DM,0.3,7,0.9026534336080367,0.7
0.9238699444885012,0.9254559873116575,0.9708959166227971,als_bias,DM,0.01,8,0.9034697313961196,0.4
0.9216891356066613,0.9230769230769231,0.9705260812026925,als_bias,DM,0.1,8,0.9030347398122418,0.4
0.921887390959556,0.9232751784298177,0.9704777485297803,als_bias,DM,0.3,8,0.9024806141346509,0.4
0.8433782712133228,0.844964314036479,0.9234813783967795,als_bias,DM,0.01,8,0.9034697313961196,0.6
0.8423869944488501,0.8443695479777954,0.9234232280128812,als_bias,DM,0.1,8,0.9030347398122418,0.6
0.845360824742268,0.8469468675654243,0.9232778503138527,als_bias,DM,0.3,8,0.9024806141346509,0.6
0.855868358445678,0.8576526566217287,0.9260558321025247,als_bias,DM,0.01,8,0.9034697313961196,0.7
0.8576526566217287,0.8590404440919904,0.9258092130868827,als_bias,DM,0.1,8,0.9030347398122418,0.7
0.8588421887390959,0.8604282315622522,0.926133380572597,als_bias,DM,0.3,8,0.9024806141346509,0.7
0.9228786677240286,0.9246629659000793,0.9706337191174871,als_bias,DM,0.01,9,0.9031775467626462,0.4
0.922283901665345,0.9236716891356067,0.9706432114465718,als_bias,DM,0.1,9,0.9028072649618211,0.4
0.9224821570182395,0.9238699444885012,0.9705655001866392,als_bias,DM,0.3,9,0.9023549019943302,0.4
0.8447660586835845,0.8463521015067407,0.9235305773936534,als_bias,DM,0.01,9,0.9031775467626462,0.6
